# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Dec  4 21:31:33 2019
#
# COLUMN fpl_hostname:   Host Name
# COLUMN fpl_name:       Planet Name
# COLUMN fpl_discmethod: Discovery Method
# COLUMN fpl_orbper:     Orbital Period [days]
# COLUMN fpl_orbpererr1: Orbital Period Upper Unc. [days]
# COLUMN fpl_orbpererr2: Orbital Period Lower Unc. [days]
# COLUMN fpl_orbperlim:  Orbital Period [days] Limit Flag
# COLUMN fpl_smax:       Orbit Semi-Major Axis [AU]
# COLUMN fpl_smaxerr1:   Orbit Semi-Major Axis Upper Unc.[AU]
# COLUMN fpl_smaxerr2:   Orbit Semi-Major Axis Lower Unc.[AU]
# COLUMN fpl_smaxlim:    Orbit Semi-Major Axis [AU] Limit Flag
# COLUMN fpl_eccen:      Eccentricity
# COLUMN fpl_eccenerr1:  Eccentricity Upper Unc.
# COLUMN fpl_eccenerr2:  Eccentricity Lower Unc.
# COLUMN fpl_eccenlim:   Eccentricity Limit Flag
# COLUMN fpl_bmasse:     Planet Mass or M*sin(i) [Earth mass]
# COLUMN fpl_bmasseerr1: Planet Mass or M*sin(i) Upper Unc. [Earth mass]
# COLUMN fpl_bmasseerr2: Planet Mass or M*sin(i) Lower Unc. [Earth mass]
# COLUMN fpl_bmasselim:  Planet Mass or M*sin(i) [Earth mass] Limit Flag
# COLUMN fpl_bmassprov:  Planet Mass or M*sin(i) Provenance
# COLUMN fpl_rade:       Planet Radius [Earth radii]
# COLUMN fpl_radeerr1:   Planet Radius Upper Unc. [Earth radii]
# COLUMN fpl_radeerr2:   Planet Radius Lower Unc. [Earth radii]
# COLUMN fpl_radelim:    Planet Radius [Earth radii] Limit Flag
# COLUMN fpl_dens:       Planet Density [g/cm**3]
# COLUMN fpl_denserr1:   Planet Density Upper Unc. [g/cm**3]
# COLUMN fpl_denserr2:   Planet Density Lower Unc. [g/cm**3]
# COLUMN fpl_denslim:    Planet Density [g/cm**3] Limit Flag
# COLUMN fpl_eqt:        Equilibrium Temperature [K]
# COLUMN fpl_eqterr1:    Equilibrium Temperature Upper Unc. [K]
# COLUMN fpl_eqterr2:    Equilibrium Temperature Lower Unc. [K]
# COLUMN fpl_eqtlim:     Equilibrium Temperature [K] Limit Flag
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN fst_dist:       Distance [pc]
# COLUMN fst_disterr1:   Distance Upper Unc. [pc]
# COLUMN fst_disterr2:   Distance Lower Unc. [pc]
# COLUMN fst_distlim:    Distance [pc] Limit Flag
# COLUMN fst_optmag:     Optical Magnitude [mag]
# COLUMN fst_optmagerr:  Optical Magnitude Unc. [mag]
# COLUMN fst_optmaglim:  Optical Magnitude [mag] Limit Flag
# COLUMN fst_optmagband: Optical Magnitude Band
# COLUMN fst_nirmag:     Near-IR Magnitude [mag]
# COLUMN fst_nirmagerr:  Near-IR Magnitude Unc. [mag]
# COLUMN fst_nirmaglim:  Near-IR Magnitude [mag] Limit Flag
# COLUMN fst_nirmagband: Near-IR Magnitude Band
# COLUMN fst_spt:        Spectral Type
# COLUMN fst_teff:       Effective Temperature [K]
# COLUMN fst_tefferr1:   Effective Temperature Upper Unc. [K]
# COLUMN fst_tefferr2:   Effective Temperature Lower Unc. [K]
# COLUMN fst_tefflim:    Effective Temperature [K] Limit Flag
# COLUMN fst_logg:       Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN fst_loggerr1:   Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN fst_loggerr2:   Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN fst_logglim:    Stellar Surface Gravity [log10(cm/s**2)] Limit Flag
# COLUMN fst_lum:        Stellar Luminosity [log10(Solar luminosity)]
# COLUMN fst_lumerr1:    Stellar Luminosity Upper Unc. [log10(Solar luminosity)]
# COLUMN fst_lumerr2:    Stellar Luminosity Lower Unc. [log10(Solar luminosity)]
# COLUMN fst_lumlim:     Stellar Luminosity [log10(Solar luminosity)] Limit Flag
# COLUMN fst_lumreflink: Stellar Luminosity Reference
# COLUMN fst_mass:       Stellar Mass [Solar mass]
# COLUMN fst_masserr1:   Stellar Mass Upper Unc. [Solar mass]
# COLUMN fst_masserr2:   Stellar Mass Lower Unc. [Solar mass]
# COLUMN fst_masslim:    Stellar Mass [Solar mass] Limit Flag
# COLUMN fst_rad:        Stellar Radius [Solar radii]
# COLUMN fst_raderr1:    Stellar Radius Upper Unc. [Solar radii]
# COLUMN fst_raderr2:    Stellar Radius Lower Unc. [Solar radii]
# COLUMN fst_radlim:     Stellar Radius [Solar radii] Limit Flag
# COLUMN fst_met:        Stellar Metallicity [dex]
# COLUMN fst_meterr1:    Stellar Metallicity Upper Unc. [dex]
# COLUMN fst_meterr2:    Stellar Metallicity Lower Unc. [dex]
# COLUMN fst_metlim:     Stellar Metallicity [dex] Limit Flag
# COLUMN fst_metratio:   Metallicity Ratio
# COLUMN fst_age:        Stellar Age [Gyr]
# COLUMN fst_ageerr1:    Stellar Age Upper Unc. [Gyr]
# COLUMN fst_ageerr2:    Stellar Age Lower Unc. [Gyr]
# COLUMN fst_agelim:     Stellar Age [Gyr] Limit Flag
#
fpl_hostname,fpl_name,fpl_discmethod,fpl_orbper,fpl_orbpererr1,fpl_orbpererr2,fpl_orbperlim,fpl_smax,fpl_smaxerr1,fpl_smaxerr2,fpl_smaxlim,fpl_eccen,fpl_eccenerr1,fpl_eccenerr2,fpl_eccenlim,fpl_bmasse,fpl_bmasseerr1,fpl_bmasseerr2,fpl_bmasselim,fpl_bmassprov,fpl_rade,fpl_radeerr1,fpl_radeerr2,fpl_radelim,fpl_dens,fpl_denserr1,fpl_denserr2,fpl_denslim,fpl_eqt,fpl_eqterr1,fpl_eqterr2,fpl_eqtlim,ra_str,ra,dec_str,dec,fst_dist,fst_disterr1,fst_disterr2,fst_distlim,fst_optmag,fst_optmagerr,fst_optmaglim,fst_optmagband,fst_nirmag,fst_nirmagerr,fst_nirmaglim,fst_nirmagband,fst_spt,fst_teff,fst_tefferr1,fst_tefferr2,fst_tefflim,fst_logg,fst_loggerr1,fst_loggerr2,fst_logglim,fst_lum,fst_lumerr1,fst_lumerr2,fst_lumlim,fst_lumreflink,fst_mass,fst_masserr1,fst_masserr2,fst_masslim,fst_rad,fst_raderr1,fst_raderr2,fst_radlim,fst_met,fst_meterr1,fst_meterr2,fst_metlim,fst_metratio,fst_age,fst_ageerr1,fst_ageerr2,fst_agelim
Kepler-118,Kepler-118 b,Transit,7.51849600,0.00005600,-0.00005600,0,0.073000,,,0,,,,,4.50000,,,0,M-R relationship,1.960,0.940,-0.940,0,3.28000,,,0,,,,,19h56m51.16s,299.213164,+41d25m29.4s,41.424824,583.81,7.00,-7.00,0,14.719,,0,G (Gaia),12.711,0.024,0,Ks (2MASS),,5274.00,200.00,-200.00,0,4.32,0.30,-0.30,0,-0.428,0.014,-0.014,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,0.85,0.05,-0.05,0,1.09,0.49,-0.49,0,-0.010,0.143,-0.159,0,[Fe/H],4.680,5.960,-2.890,0
Kepler-118,Kepler-118 c,Transit,20.17202000,0.00001300,-0.00001300,0,0.141000,,,0,,,,,45.70000,,,0,M-R relationship,7.680,3.430,-3.430,0,0.55400,,,0,,,,,19h56m51.16s,299.213164,+41d25m29.4s,41.424824,583.81,7.00,-7.00,0,14.719,,0,G (Gaia),12.711,0.024,0,Ks (2MASS),,5274.00,200.00,-200.00,0,4.32,0.30,-0.30,0,-0.428,0.014,-0.014,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,0.85,0.05,-0.05,0,1.09,0.49,-0.49,0,-0.010,0.143,-0.159,0,[Fe/H],4.680,5.960,-2.890,0
Kepler-1180,Kepler-1180 b,Transit,16.86012860,0.00013690,-0.00013690,0,,,,,,,,,4.62000,,,0,M-R relationship,1.990,0.550,-0.270,0,3.22000,,,0,,,,,19h43m33.00s,295.887510,+43d09m21.8s,43.156063,1284.00,370.03,-179.28,0,14.984,,0,G (Gaia),13.521,0.037,0,Ks (2MASS),,6077.00,243.54,-226.98,0,4.36,0.10,-0.16,0,0.324,0.052,-0.059,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,1.09,0.16,-0.09,0,1.14,0.31,-0.15,0,0.000,0.136,-0.178,0,[Fe/H],3.090,1.990,-1.310,0
Kepler-1181,Kepler-1181 b,Transit,4.89337519,0.00002526,-0.00002526,0,,,,,,,,,3.09000,,,0,M-R relationship,1.570,0.650,-0.260,0,4.39000,,,0,,,,,19h18m59.36s,289.747314,+39d31m24.5s,39.523468,867.00,349.46,-141.95,0,13.455,,0,G (Gaia),12.363,0.022,0,Ks (2MASS),,6176.00,82.26,-87.31,0,4.27,0.13,-0.24,0,0.450,0.017,-0.018,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,1.17,0.17,-0.10,0,1.30,0.54,-0.21,0,0.030,0.126,-0.166,0,[Fe/H],3.240,1.000,-1.300,0
Kepler-1182,Kepler-1182 b,Transit,11.17394617,0.00006278,-0.00006278,0,,,,,,,,,6.39000,,,0,M-R relationship,2.410,0.600,-0.500,0,2.51000,,,0,,,,,19h45m13.91s,296.307949,+43d49m16.9s,43.821350,1258.00,321.54,-168.43,0,15.345,,0,G (Gaia),13.670,0.045,0,Ks (2MASS),,5924.00,202.44,-241.80,0,4.41,0.09,-0.16,0,0.168,0.043,-0.048,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,1.04,0.11,-0.09,0,1.05,0.26,-0.13,0,0.010,0.136,-0.180,0,[Fe/H],3.390,2.550,-1.720,0
Kepler-1183,Kepler-1183 b,Transit,28.50571890,0.00030310,-0.00030310,0,,,,,,,,,8.35000,,,0,M-R relationship,2.820,0.520,-0.300,0,2.05000,,,0,,,,,19h28m55.78s,292.232425,+38d53m32.0s,38.892222,1378.00,250.12,-149.30,0,15.830,,0,G (Gaia),14.006,0.063,0,Ks (2MASS),,5765.00,121.54,-176.40,0,4.45,0.07,-0.14,0,0.186,0.077,-0.094,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,1.00,0.06,-0.07,0,0.99,0.18,-0.10,0,0.040,0.144,-0.166,0,[Fe/H],4.270,3.300,-2.480,0
Kepler-1184,Kepler-1184 b,Transit,53.59910440,0.00036740,-0.00036740,0,,,,,,,,,7.65000,,,0,M-R relationship,2.680,0.600,-0.300,0,2.18000,,,0,,,,,19h25m07.69s,291.282055,+46d57m57.6s,46.965996,1193.00,223.61,-126.19,0,14.931,,0,G (Gaia),13.490,0.034,0,Ks (2MASS),,5983.00,110.01,-118.73,0,4.41,0.07,-0.14,0,0.054,0.031,-0.033,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,1.05,0.07,-0.07,0,1.07,0.20,-0.11,0,-0.040,0.146,-0.182,0,[Fe/H],3.550,1.990,-1.790,0
Kepler-1185,Kepler-1185 b,Transit,104.35189760,0.00067050,-0.00067050,0,,,,,,,,,2.33000,,,0,M-R relationship,1.330,0.080,-0.050,0,5.44000,,,0,,,,,19h08m57.88s,287.241174,+39d19m57.9s,39.332757,296.00,7.66,-7.23,0,12.552,,0,G (Gaia),10.981,0.017,0,Ks (2MASS),,5622.00,67.70,-58.78,0,4.54,0.01,-0.01,0,0.201,0.008,-0.008,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,0.96,0.02,-0.02,0,0.87,0.02,-0.02,0,-0.040,0.092,-0.086,0,[Fe/H],1.550,0.685,-0.366,0
Kepler-1186,Kepler-1186 b,Transit,16.07677615,0.00007199,-0.00007199,0,,,,,,,,,5.60000,,,0,M-R relationship,2.230,0.360,-0.220,0,2.77000,,,0,,,,,19h13m55.11s,288.479641,+47d06m06.4s,47.101768,1112.00,176.25,-82.20,0,15.267,,0,G (Gaia),13.672,0.040,0,Ks (2MASS),,5635.00,68.42,-72.34,0,4.49,0.05,-0.14,0,0.064,0.033,-0.036,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,0.95,0.04,-0.05,0,0.93,0.15,-0.06,0,0.000,0.138,-0.172,0,[Fe/H],4.470,4.700,-2.780,0
Kepler-1187,Kepler-1187 b,Transit,18.87064068,0.00006002,-0.00006002,0,,,,,,,,,7.32000,,,0,M-R relationship,2.610,0.510,-0.280,0,2.26000,,,0,,,,,19h07m34.08s,286.892005,+38d19m06.8s,38.318556,1029.00,198.53,-117.21,0,14.566,,0,G (Gaia),13.151,0.034,0,Ks (2MASS),,5975.00,182.70,-129.11,0,4.39,0.08,-0.13,0,0.088,0.032,-0.035,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,1.06,0.09,-0.07,0,1.09,0.21,-0.12,0,-0.010,0.147,-0.171,0,[Fe/H],3.390,2.180,-1.660,0
Kepler-1188,Kepler-1188 b,Transit,17.13695430,0.00012140,-0.00012140,0,,,,,,,,,4.98000,,,0,M-R relationship,2.080,0.490,-0.220,0,3.04000,,,0,,,,,18h52m24.92s,283.103838,+43d08m53.0s,43.148045,1202.00,283.49,-125.26,0,14.968,,0,G (Gaia),13.519,0.046,0,Ks (2MASS),,5913.00,104.30,-106.82,0,4.40,0.08,-0.17,0,0.399,0.041,-0.045,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,1.04,0.07,-0.07,0,1.06,0.25,-0.10,0,0.000,0.130,-0.195,0,[Fe/H],4.170,2.470,-2.300,0
Kepler-1189,Kepler-1189 b,Transit,3.78858982,0.00002274,-0.00002274,0,,,,,,,,,3.78000,,,0,M-R relationship,1.770,0.520,-0.480,0,3.75000,,,0,,,,,19h53m42.32s,298.426343,+47d56m48.4s,47.946785,883.00,257.83,-123.03,0,14.249,,0,G (Gaia),12.675,0.026,0,Ks (2MASS),,6012.00,121.95,-184.74,0,4.36,0.09,-0.20,0,-0.006,0.018,-0.018,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,1.11,0.10,-0.08,0,1.16,0.34,-0.15,0,0.080,0.143,-0.142,0,[Fe/H],3.390,1.910,-1.660,0
Kepler-119,Kepler-119 b,Transit,2.42208200,0.00000100,-0.00000100,0,0.035000,,,0,,,,,12.60000,,,0,M-R relationship,3.600,1.370,-1.370,0,1.48000,,,0,,,,,19h43m47.14s,295.946421,+42d39m32.1s,42.658924,716.23,12.65,-12.65,0,14.200,,0,G (Gaia),12.580,0.021,0,Ks (2MASS),,5595.00,200.00,-200.00,0,4.57,0.30,-0.30,0,-0.081,0.019,-0.020,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,1.01,0.10,-0.08,0,0.84,0.32,-0.32,0,0.010,0.130,-0.164,0,[Fe/H],3.630,3.300,-1.960,0
Kepler-119,Kepler-119 c,Transit,4.12510300,0.00002800,-0.00002800,0,0.049000,,,0,,,,,0.72100,,,0,M-R relationship,0.920,0.350,-0.350,0,5.09000,,,0,,,,,19h43m47.14s,295.946421,+42d39m32.1s,42.658924,716.23,12.65,-12.65,0,14.200,,0,G (Gaia),12.580,0.021,0,Ks (2MASS),,5595.00,200.00,-200.00,0,4.57,0.30,-0.30,0,-0.081,0.019,-0.020,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,1.01,0.10,-0.08,0,0.84,0.32,-0.32,0,0.010,0.130,-0.164,0,[Fe/H],3.630,3.300,-1.960,0
Kepler-1190,Kepler-1190 b,Transit,10.45843441,0.00005281,-0.00005281,0,,,,,,,,,2.33000,,,0,M-R relationship,1.330,0.050,-0.110,0,5.44000,,,0,,,,,18h59m59.91s,284.999621,+49d28m47.9s,49.479977,384.00,14.62,-19.49,0,14.494,,0,G (Gaia),12.212,0.025,0,Ks (2MASS),,4730.00,39.96,-39.65,0,4.62,0.02,-0.03,0,-0.800,0.008,-0.008,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,0.76,0.03,-0.04,0,0.72,0.02,-0.04,0,-0.020,0.149,-0.161,0,[Fe/H],3.980,6.110,-2.250,0
Kepler-1191,Kepler-1191 b,Transit,5.60014851,0.00001909,-0.00001909,0,,,,,,,,,2.89000,,,0,M-R relationship,1.510,0.130,-0.110,0,4.61000,,,0,,,,,19h26m37.87s,291.657776,+48d00m33.5s,48.009315,876.00,70.68,-65.65,0,15.312,,0,G (Gaia),13.526,0.045,0,Ks (2MASS),,5308.00,107.78,-83.33,0,4.56,0.04,-0.07,0,-0.235,0.028,-0.030,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,0.85,0.05,-0.05,0,0.81,0.06,-0.06,0,-0.080,0.157,-0.182,0,[Fe/H],4.570,5.850,-2.890,0
Kepler-1192,Kepler-1192 b,Transit,25.20347870,0.00012780,-0.00012780,0,,,,,,,,,6.17000,,,0,M-R relationship,2.360,0.240,-0.220,0,2.58000,,,0,,,,,18h48m33.74s,282.140566,+43d53m47.7s,43.896580,1108.00,105.34,-101.40,0,15.681,,0,G (Gaia),13.922,0.051,0,Ks (2MASS),,5438.00,67.15,-57.17,0,4.55,0.05,-0.09,0,-0.122,0.045,-0.050,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,0.86,0.05,-0.07,0,0.83,0.08,-0.07,0,-0.160,0.187,-0.199,0,[Fe/H],4.470,6.150,-2.820,0
Kepler-1193,Kepler-1193 b,Transit,2.83265213,0.00000903,-0.00000903,0,,,,,,,,,2.30000,,,0,M-R relationship,1.320,0.210,-0.170,0,5.50000,,,0,,,,,19h12m34.74s,288.144759,+51d16m32.3s,51.275627,695.00,106.86,-84.07,0,13.421,,0,G (Gaia),12.065,0.026,0,Ks (2MASS),,5908.00,75.02,-61.06,0,4.31,0.11,-0.11,0,0.331,0.017,-0.017,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,1.08,0.06,-0.04,0,1.21,0.19,-0.15,0,0.120,0.074,-0.076,0,[Fe/H],5.010,1.560,-2.210,0
Kepler-1194,Kepler-1194 b,Transit,16.22371307,0.00008867,-0.00008867,0,,,,,,,,,2.89000,,,0,M-R relationship,1.510,0.120,-0.090,0,4.61000,,,0,,,,,19h26m47.89s,291.699538,+38d08m43.0s,38.145265,616.00,41.34,-33.73,0,14.103,,0,G (Gaia),12.445,0.026,0,Ks (2MASS),,5590.00,97.14,-79.79,0,4.49,0.04,-0.06,0,-0.127,,,0,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,0.94,0.04,-0.04,0,0.92,0.06,-0.05,0,0.000,0.104,-0.105,0,[Fe/H],4.790,3.440,-2.800,0
Kepler-1195,Kepler-1195 b,Transit,8.49642241,0.00002872,-0.00002872,0,,,,,,,,,4.98000,,,0,M-R relationship,2.080,0.190,-0.170,0,3.04000,,,0,,,,,18h57m24.26s,284.351087,+40d51m10.7s,40.852979,812.00,62.81,-68.99,0,15.912,,0,G (Gaia),13.712,0.042,0,Ks (2MASS),,4965.00,111.27,-80.25,0,4.61,0.04,-0.04,0,-0.492,0.034,-0.037,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,0.74,0.05,-0.06,0,0.71,0.05,-0.06,0,-0.250,0.194,-0.212,0,[Fe/H],4.470,6.100,-2.690,0
Kepler-1196,Kepler-1196 b,Transit,66.18490310,0.00046610,-0.00046610,0,,,,,,,,,5.60000,,,0,M-R relationship,2.230,0.370,-0.210,0,2.77000,,,0,,,,,19h29m28.69s,292.369561,+43d54m38.9s,43.910809,946.00,148.16,-90.75,0,14.832,,0,G (Gaia),13.262,0.037,0,Ks (2MASS),,5756.00,129.38,-149.10,0,4.46,0.06,-0.13,0,-0.092,0.024,-0.025,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,0.98,0.06,-0.06,0,0.97,0.15,-0.09,0,0.000,0.130,-0.166,0,[Fe/H],3.980,3.540,-2.270,0
Kepler-1197,Kepler-1197 b,Transit,2.03231845,0.00000375,-0.00000375,0,,,,,,,,,2.10000,,,0,M-R relationship,1.250,0.030,-0.090,0,5.91000,,,0,,,,,19h26m40.63s,291.669272,+42d35m26.6s,42.590710,505.00,11.48,-11.79,0,15.113,,0,G (Gaia),12.814,0.029,0,Ks (2MASS),,4708.00,63.31,-50.89,0,4.62,0.01,-0.01,0,-0.736,0.014,-0.015,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,0.78,0.02,-0.03,0,0.72,0.01,-0.01,0,0.060,0.099,-0.097,0,[Fe/H],2.690,2.340,-1.090,0
Kepler-1198,Kepler-1198 b,Transit,7.68477160,0.00003250,-0.00003250,0,,,,,,,,,2.76000,,,0,M-R relationship,1.470,0.180,-0.100,0,4.77000,,,0,,,,,19h15m20.16s,288.834008,+44d50m17.7s,44.838249,777.00,83.72,-52.11,0,14.769,,0,G (Gaia),13.012,0.026,0,Ks (2MASS),,5517.00,80.26,-98.45,0,4.50,0.04,-0.10,0,-0.257,0.019,-0.020,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,0.93,0.04,-0.05,0,0.90,0.10,-0.06,0,0.030,0.157,-0.171,0,[Fe/H],4.680,5.420,-2.940,0
Kepler-1199,Kepler-1199 b,Transit,15.04471980,0.00010840,-0.00010840,0,,,,,,,,,1.60000,,,0,M-R relationship,1.150,0.210,-0.160,0,5.78000,,,0,,,,,19h34m54.21s,293.725872,+47d14m49.4s,47.247044,540.00,94.71,-74.19,0,13.030,,0,G (Gaia),11.581,0.017,0,Ks (2MASS),,5889.00,84.29,-64.89,0,4.27,0.13,-0.13,0,0.187,0.048,-0.053,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,0.94,0.10,-0.06,0,1.17,0.21,-0.16,0,-0.270,0.116,-0.128,0,[Fe/H],7.760,2.330,-3.530,0
Kepler-12,Kepler-12 b,Transit,4.43796290,0.00000060,-0.00000060,0,0.055300,0.001000,-0.001200,0,0.021000,,,1,137.30256,16.84499,-16.20933,0,Mass,19.661,0.347,-0.404,0,0.11000,0.02000,-0.02000,0,1480,30,-30,0,19h04m58.42s,286.243425,+50d02m25.4s,50.040382,904.40,10.19,-10.19,0,13.800,,0,V (Johnson),12.066,0.023,0,Ks (2MASS),,5947.00,100.00,-100.00,0,4.17,0.01,-0.01,0,0.436,0.015,-0.016,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,1.17,0.05,-0.05,0,1.48,0.03,-0.03,0,0.070,0.040,-0.040,0,[Fe/H],4.000,0.300,-0.400,0
Kepler-120,Kepler-120 b,Transit,6.31250100,0.00000800,-0.00000800,0,0.055000,,,0,,,,,8.50000,9.70000,-7.50000,0,Mass,2.150,0.170,-0.170,0,4.70000,,,0,576,,,0,19h11m33.99s,287.891632,+39d20m20.8s,39.339124,393.02,3.26,-3.26,0,14.719,,0,G (Gaia),12.307,0.024,0,Ks (2MASS),M0 V,4096.00,150.00,-150.00,0,4.73,0.20,-0.20,0,-0.752,0.010,-0.010,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,0.72,0.03,-0.03,0,0.53,0.03,-0.03,0,-0.120,0.089,-0.090,0,[Fe/H],3.630,5.380,-1.940,0
Kepler-120,Kepler-120 c,Transit,12.79458500,0.00004400,-0.00004400,0,0.088000,,,0,,,,,2.96000,,,0,M-R relationship,1.530,0.090,-0.090,0,4.54000,,,0,455,,,0,19h11m33.99s,287.891632,+39d20m20.8s,39.339124,393.02,3.26,-3.26,0,14.719,,0,G (Gaia),12.307,0.024,0,Ks (2MASS),M0 V,4096.00,150.00,-150.00,0,4.73,0.20,-0.20,0,-0.752,0.010,-0.010,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,0.72,0.03,-0.03,0,0.53,0.03,-0.03,0,-0.120,0.089,-0.090,0,[Fe/H],3.630,5.380,-1.940,0
Kepler-1200,Kepler-1200 b,Transit,1.11854972,0.00000312,-0.00000312,0,,,,,,,,,1.20000,,,0,M-R relationship,1.060,0.060,-0.080,0,5.54000,,,0,,,,,19h46m24.83s,296.603451,+44d07m45.3s,44.129257,579.00,29.47,-33.77,0,15.789,,0,G (Gaia),13.202,0.030,0,Ks (2MASS),,4612.00,101.02,-139.97,0,4.63,0.02,-0.03,0,-0.776,0.021,-0.022,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,0.74,0.04,-0.05,0,0.70,0.03,-0.04,0,0.040,0.156,-0.196,0,[Fe/H],3.020,5.910,-1.480,0
Kepler-1201,Kepler-1201 b,Transit,15.18725932,0.00008158,-0.00008158,0,,,,,,,,,5.86000,,,0,M-R relationship,2.290,0.910,-0.430,0,2.68000,,,0,,,,,19h38m27.56s,294.614827,+40d49m59.4s,40.833172,1202.00,446.55,-198.93,0,14.700,,0,G (Gaia),13.157,0.037,0,Ks (2MASS),,6177.00,146.30,-232.29,0,4.32,0.11,-0.23,0,-0.024,0.026,-0.028,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,1.15,0.17,-0.11,0,1.24,0.46,-0.19,0,0.030,0.131,-0.167,0,[Fe/H],2.950,1.390,-1.140,0
